"id" "text" "screenname" "isretweet" "retweeted" "created"
"1" "541007480591888384" "Check out Road Cars Races Speed 37 Pieces Set Battery Operated Glow in the Dark Toy Kid 5+  http://t.co/4fV6Q57x4k via @eBay" "BrasilvanasShop" FALSE FALSE 1417821209
"2" "541007454176563200" "RT @redalert2010: The Pampered Chef Seasons Best Recipe Collection Cookbook Fall Winter 1999  http://t.co/cT8ZnecEDF via @eBay" "Kyliving720" TRUE FALSE 1417821203
"3" "541007443065454592" "How about a #luxurious #Massage in your living room?! ---&gt; http://t.co/uJuwuIeXK6 via @eBay
#relaxing" "trustycommerce" FALSE FALSE 1417821200
"4" "541007383112069120" "Check out Copper Comfort Compression Knee Brace -NEW! #CopperComfort http://t.co/1mPZpSMnWh via @eBay" "5150forSports" FALSE FALSE 1417821186
"5" "541007376485060609" "Check out MOTHER of PEARL Coin Crystal Gold Plated Lever Back Earrings Jewelry Hand Made  http://t.co/rAMcxF38oe via @eBay" "BusyBeeBumble" FALSE FALSE 1417821184
"6" "541007304209219584" "RT @mommye: Fun Cookie Jars For Those Yummy Homemade Cookies http://t.co/VEAwVGANmd @eBay #eBayGuides #ad http://t.co/aOxZEb6RRK" "grownandhealthy" TRUE FALSE 1417821167
"7" "541007286764724224" "Check out Star Wars Original Trilogy Series C-3PO ESB  http://t.co/rbgV1cElAB via @eBay" "sithkenpomaster" FALSE FALSE 1417821163
"8" "541007278581616641" "Check out Copper Comfort Compression Elbow Brace -NEW! #CopperComfort http://t.co/YLfBAbbqvO via @eBay" "5150forSports" FALSE FALSE 1417821161
"9" "541007258419593218" "Check out Wholesale lot of six headbands,Head Jewelry,Violet,Stretch,Great Gift Giving #unbranded http://t.co/eDvMob8wl1 via @eBay" "VinproE" FALSE FALSE 1417821156
"10" "541007246902059008" "Oh yeah... #JohnnyWinter limited ed art print of orig oil painting collectable LOW #7/250  #Bluesman http://t.co/vDQNTblWkF via @eBay" "Creativebone" FALSE FALSE 1417821153
"11" "541007239767523328" "Check out Ken Griffey Jr. 1989 Topps Traded MINT GM-MT 10+2 Bonus Cards #Mariners #Reds   http://t.co/kI2sajCH8I via @eBay #Washington #Ohio" "nmhdogg33" FALSE FALSE 1417821152
"12" "541007234671448064" "Check out Genuine Arizona Turquoise Chip Antique Bali Silver &amp; Pewter Holy Mother Rosary   http://t.co/i72jjphVVx via @eBay" "kailuagal77" FALSE FALSE 1417821150
"13" "541007214383611904" "I Just bought these @Stylzoo #Women Skinny #Jeans #Pants Olive Green by #Tinseltown #TinseltownDenimCouture http://t.co/rHbl4oqF3I via @eBay" "_ADRI_PLUS" FALSE FALSE 1417821145
"14" "541007199590703105" "Check out Star Ride Pants Girls Size 4 Blue Floral *FREE SHIPPING* http://t.co/wA6S0QGgUe @eBay" "AlainaXsintrick" FALSE FALSE 1417821142
"15" "541007190002126848" "Check out 2013 Bowman Chrome Purple Refractors #131 Mat Latos #006/199 Cinncinnati Reds  http://t.co/MPTen9bKHa via @eBay" "BIGRICK562" FALSE FALSE 1417821140
"16" "541007172050890752" "The Pampered Chef Seasons Best Recipe Collection Cookbook Fall Winter 1999  http://t.co/cT8ZnecEDF via @eBay" "redalert2010" FALSE FALSE 1417821135
"17" "541007145278242816" "3 Simple Dog Treats You Can Make at Home http://t.co/x3S9TGudt0 via @eBay" "gooddogleash" FALSE FALSE 1417821129
"18" "541007144196128768" "See what I m up to on @eBay! View my profile to see my favorite finds and more: http://t.co/jS0cv2hzZS MORE NEW ITEMS COMING LATER TONIGHT!!" "nmhdogg33" FALSE FALSE 1417821129
"19" "541007103519760384" "Check out Florida Statehood Quarters Panel 2 coins 3 stamps Mint  2004  http://t.co/DbZ1nx0fv7 via @eBay" "Oldeshop2012" FALSE FALSE 1417821119
"20" "541006969494970370" "Check out Eagle Brooch or Scarf Pin Accessories, Jewelry Fashion Accessories Wood #handmade http://t.co/JsveJFJwlV via @eBay" "gossamerfae" FALSE FALSE 1417821087
"21" "541006965858529280" "Delivers a powerful and realistic full #body, seat &amp; #leg #massage! http://t.co/AtGQMDr86x via @eBay
#luxury #relaxing #therapy" "trustycommerce" FALSE FALSE 1417821086
"22" "541006944232669184" "Check out BATMAN The RIDE STATUE by Goebel  SIX FLAGS AMUSMENT PARK NRFB with COA  http://t.co/YzQU2v7YyL via @eBay" "creightonsfudge" FALSE FALSE 1417821081
"23" "541006937261752320" "Check out DISNEY \"Doc McStuffins\" Plush Doll Small 12''   (NWT)  #Disney http://t.co/70kL8kjfTs via @eBay" "Katluv0428" FALSE FALSE 1417821079
